"fecha_de_registro","referencia_de_la_oferta","identificador_de_la_oferta","valor_de_la_oferta","entidad_compradora","nit_entidad_compradora","moneda","descripcion_del_procedimiento","referencia_del_proceso","id_del_proceso_de_compra","modalidad","invitacion_directa","nombre_proveedor","nit_del_proveedor","codigo_entidad","codigo_proveedor"
"2023-05-05T00:00:00.000","PROPUESTA INDER ENVIGADO","CO1.RPL.3377686","78328938","INSTITUCION UNIVERSITARIA DE ENVIGADO","811000278","COP","Contrato interadministrativo entre el INDER DE ENVIGADO y la INSTITUCIÓN UNIVERSITARIA DE ENVIGADO para el desarrollo de actividades deportivas recreativas y de ocio para los seleccionados deportivos de la IUE personal administrativo estudiantes egresados y docentes Así mismo el desarrollo y coordinación de diferentes actividades con la intención de dar condiciones dignas de bienestar institucional a la comunidad universitaria para la vigencia 2023","01462023","CO1.BDOS.4362460","Contratación Directa (con ofertas)","Si","Municipio de Envigado","811016337","702208604","706490067"
"2018-05-07T00:00:00.000","Talanqueras ponal","CO1.RPL.530313","28000000","ESPOL","800226849","COP","ADQUISICIÓN TALANQUERAS VEHICULARES PARA CONTROL DE ACCESO","PN ESPOL MIC 006 2018","CO1.BDOS.406546","Mínima cuantía","No","Soluciones HS SAS","900699012","701695355","702514084"
"2020-08-18T00:00:00.000","HDI SEGUROS DE VIDA  No 005 de 2020 FRR","CO1.RPL.1649917","934867288","FONDO ROTATORIO DE LA REGISTRADURIA","899999737","COP","Contratar los seguros requeridos para la protección de los bienes propiedad de la RNEC el FRR y el FSV en el territorio nacional y en los Consulados de igual forma contratar el seguro colectivo de vida grupo de los servidores a nivel nacional de la Organización Electoral y magistrados que conforman el Consejo Nacional Electoral así como el delegado del Partido Político Fuerza Alternativa Revolucionaria del Común  FARC ante el Consejo Nacional Electoral","LP 05 DE 2020 FRR  SEGURO BIENES Y SEGUROS VIDA Presentación de oferta","CO1.BDOS.1345642","Licitación pública","No","HDI GENERALES","8600048756","705137271","702574328"
"2022-10-10T00:00:00.000","PN ESPOL SIP 035 2022","CO1.RPL.3021650","60000000","ESPOL","800226849","COP","PN ESPOL SIP 035 2022","PN ESPOL SIP 035 2022","CO1.BDOS.3351015","Solicitud de información a los Proveedores","No","COMERCIAL G3 SAS","9010474914","701695355","719465650"
"2022-03-22T00:00:00.000","FEC PROPUESTA 220320221","CO1.RPL.2647915","10834355","ESPOL","800226849","COP","ADQUISICIÓN DE PORTADIPLOMAS","PN ESPOL MIC 002 2022","CO1.BDOS.2866527","Mínima cuantía","No","FEC SUMINISTROS Y SERVICIOS SAS","900975944","701695355","701997025"
"2019-09-05T00:00:00.000","PORVENIR 030","CO1.RPL.1154724","73202957","INSTITUTO NACIONAL DE VIAS","800215807","COP","SUMINISTRO DE AFIRMADO VIA 3701 GARZÓN  LA PLATA  GUADUALEJO SECTOR PUERTO VALENCIA  GUADUALEJO","IPDTCAU0302019","CO1.BDOS.918702","Mínima cuantía","No","CONSORCIO PORVENIR","No Definido","700676059","706992088"
"2022-06-24T00:00:00.000","COTIZACION MANTENIMIENTO ESPOL AUDIOVISUALES","CO1.RPL.2829228","900000000000000","ESPOL","800226849","COP","SOLICITUD COTIZACIÓN MANTENIMIENTO PREVENTIVO Y CORRECTIVO A TODO COSTO DE EQUIPOS AUDIOVISUALES Y EQUIPOS DE COMPUTO","PN ESPOL SIP 021 2022","CO1.BDOS.2985586","Solicitud de información a los Proveedores","Si","AA INGENIERIA SAS","900650723","701695355","702350844"
"2022-06-02T00:00:00.000","15522540 COP","CO1.RPL.2778813","15522540","ESPOL","800226849","COP","ADQUISICIÓN REPUESTOS PARA RADIOS PORTÁTILES","PN ESPOL MIC 008 2022","CO1.BDOS.2952611","Mínima cuantía","No","COMPUSERTEC INGENIERIA SAS","830044504","701695355","701926149"
"2020-07-21T00:00:00.000","Oferta No PN ESPOL MIC 007 2020","CO1.RPL.1598129","80500000","ESPOL","800226849","COP","PRESTACIÓN DE SERVICIO DE JARDINERÍA TRATAMIENTO Y MANEJO SILVICULTURAL","PN ESPOL MIC 007 2020","CO1.BDOS.1332632","Mínima cuantía","No","AMBICOL SERVICES SAS","900241832","701695355","704361062"
"2023-05-05T00:00:00.000","OFERTA PROCESO SAMCAMVL0092023","CO1.RPL.3371957","46000000","MUNICIPIO DE VILLA DE LEYVA","891801268","COP","PRESTACIÓN DE SERVICIOS PARA LA ESTERILIZACIÓN POR OVARIOHISTERECTOMÍAS CON TÉCNICA LATERAL Y ORQUIECTOMÍAS A CANINOS Y FELINOS DE LA ZONA URBANA Y RURAL DEL MUNICIPIO EN CUMPLIMIENTO DEL PROGRAMA SOMOS TODOS POR LA PROTECCIÓN ANIMAL DEL PLAN DE DESARROLLO VILLA DE LEYVA SOMOS TODOS A DESARROLLARSE EN LA VIGENCIA 2023","SAMCAMVL0092023 Manifestación de interés Menor Cuantía Presentación de oferta","CO1.BDOS.4308217","Selección Abreviada de Menor Cuantía","Si","UNIDAD MOVIL VETERINARIA PATAS ARRIBA SAS","901249974","703646026","709353080"
"2022-08-29T00:00:00.000","FENIX MEDIA GROUP SAS  PN  ESPOL  MIC 0122022","CO1.RPL.2947359","49248184","ESPOL","800226849","COP","SERVICIO DE IMPRESIÓN TRABAJOS TIPOGRÁFICOS MATERIAL DE MERCHANDISING Y MANTENIMIENTO DE GALERÍA DE EX DIRECTORES","PN ESPOL MIC 012 2022","CO1.BDOS.3146168","Mínima cuantía","No","FENIX MEDIA GROUP SAS","830081460","701695355","700323017"
"2023-05-05T00:00:00.000","AGENCIA DE VIAJES VALMO TOTAL SERVICES  USM","CO1.RPL.3372276","90000000","GOBERNACION DEL QUINDIO","890001639","COP","SUMINISTRO DE TIQUETES AÉREOS HACIA LOS DIFERENTES DESTINOS NACIONALES E INTERNACIONALES REQUERIDOS POR LA ADMINISTRACIÓN DEPARTAMENTAL DEL QUINDÍO EN CUMPLIMIENTO DE LAS COMPETENCIAS ASIGNADAS AL DEPARTAMENTO DEL QUINDÍO PLAN DE DESARROLLO DEPARTAMENTAL COMO TAMBIÉN DE LOS COMPROMISOS ADQUIRIDOS POR EL ENTE TERRITORIAL","0132023 SELECCION ABREVIADA Manifestación de interés Menor Cuantía Presentación de oferta","CO1.BDOS.4304254","Selección Abreviada de Menor Cuantía","Si","VALMO TOTAL SERVICES SAS","900591806","702948183","712307065"
"2019-11-08T00:00:00.000","SEGURIDAD PERCOL LTDA OFERTA PN ESPOL SA 003 2019","CO1.RPL.1251063","205735240","ESPOL","800226849","COP","DOTACIÓN DE ELEMENTOS Y EQUIPOS BLOQUE DE AULAS CENTRO DE CONVENCIONES  COMPLEJO ESPOL","PN ESPOL SA 003 2019 Presentación de oferta","CO1.BDOS.960545","Selección abreviada subasta inversa","No","SEGURIDAD PERCOL SAS","9002305976","701695355","700789068"
"2023-05-05T00:00:00.000","Proceso No 0001 CENAC POPAYÁNDYS","CO1.RPL.3372842","174560969","CENTRAL ADMINISTRATIVA  Y CONTABLE  CENAC POPAYAN","900156335","COP","ADQUIRIR KIT DE INCORPORACIÓN PARA EL SEGUNDO TERCERO Y CUARTO CONTINGENTE VIGENCIA 2023 DE LAS UNIDADES CENTRALIZADAS  POR LA CENAC REGIONAL POPAYÁN LOTE 1 MATERIAL TEXTIL  LOTE 2 ELEMENTOS DE ASEO","SASI0001 CENAC REGIONAL POPAYÁN 2023 Presentación de oferta","CO1.BDOS.4279177","Selección abreviada subasta inversa","No","DISTRIBUCIÓN Y SERVICIO SAS","900568704","702939109","702095100"
"2022-08-18T00:00:00.000","OFERTA ASFORPN ESPOL MIC 009 2022","CO1.RPL.2920038","60000000","ESPOL","800226849","COP","PRESTACIÓN DEL SERVICIO TRATAMIENTO DE SILVICULTURA EN LA ESCUELA DE POSTGRADOS DE POLICÍA MIGUEL ANTONIO LLERAS PIZARRO","PN ESPOL MIC 009 2022","CO1.BDOS.3137916","Mínima cuantía","No","ASESORÍAS FORESTALES","8301289765","701695355","701340168"
"2022-11-04T00:00:00.000","PN ESPOL MIC 011 2022","CO1.RPL.3072902","50000000","ESPOL","800226849","COP","REALIZAR MANTENIMIENTO PREVENTIVO Y CORRECTIVO A TODO COSTO DE LOS PORTONES DE SEGURIDAD Y ACCESORIOS DEL ACCESO VEHICULAR DE LA AV BOYACÁ Y AV SUBA","PN ESPOL MIC 011 2022","CO1.BDOS.3462380","Mínima cuantía","No","CRR SOLUCIONES INTEGRALES SAS","901406206","701695355","711188326"
"2018-08-28T00:00:00.000","NESTOR GUILLERMO AMAYA FORERO  PAN  PONQUE","CO1.RPL.665198","5964000","ESPOL","800226849","COP","ARRENDAMIENTO DE UN ESPACIO FÍSICO DENTRO DE LAS INSTALACIONES DE LA ESCUELA DE POSTGRADOS DE POLICÍA MIGUEL ANTONIO LLERAS PIZARRO PARA LA PRESTACIÓN DEL SERVICIO DE RESTAURANTE EN EL CASINO DE OFICIALES","PN ESPOL CD 032 2018","CO1.BDOS.517221","Contratación Directa (con ofertas)","Si","NESTOR GUILLERMO AMAYA FORERO","19285148","701695355","702511783"
"2023-05-06T00:00:00.000","ADECUACION BATERIAS SANITARIAS","CO1.RPL.3379255","267204394","SENA REGIONAL META Grupo de Apoyo Administrativo Mixto","899999034","COP","Ampliación yo adecuación de Baterías Sanitarias para personas con discapacidad del Centro de Industria y Servicios del Meta Sede Guayuriba y Sede Popular","Solicitud de precotizaciones CISM0142023","CO1.BDOS.4368367","Solicitud de información a los Proveedores","No","Rab Construcciones sas","901648498","704156108","721720993"
"2022-11-08T00:00:00.000","PN ESPOL MIC 011 2022","CO1.RPL.3076845","50000000","ESPOL","800226849","COP","REALIZAR MANTENIMIENTO PREVENTIVO Y CORRECTIVO A TODO COSTO DE LOS PORTONES DE SEGURIDAD Y ACCESORIOS DEL ACCESO VEHICULAR DE LA AV BOYACÁ Y AV SUBA","PN ESPOL MIC 011 2022","CO1.BDOS.3462380","Mínima cuantía","No","INDUSTRIAS YOLUK","901607601","701695355","718383201"
"2020-07-10T00:00:00.000","PN ESPOL MIC 006 2020","CO1.RPL.1588708","1490550","ESPOL","800226849","COP","ADQUISICIÓN DE ELEMENTOS PARA LA PREVENCIÓN ATENCIÓN Y MITIGACIÓN DE LA EMERGENCIA SANITARIA PROVOCADA POR EL COVID19 Fumigadora con motor eléctrico Dispensador gel antibacterial automático Mascara respiradora de rostro completo y Guantes de poliuretano","PN ESPOL MIC 006 2020","CO1.BDOS.1322733","Mínima cuantía","No","VALMACOL SAS","901098707","701695355","706542388"
"2020-03-18T00:00:00.000","PAPELERIA ESPOL","CO1.RPL.1414244","24647514","ESPOL","800226849","COP","ADQUISICIÓN DE ELEMENTOS DE PAPELERÍA Y ÚTILES DE ESCRITORIO","PN ESPOL MIC 004 2020","CO1.BDOS.1161416","Mínima cuantía","No","AVILA DISEÑO Y PUBLICIDAD SAS","9005905582","701695355","707503298"
"2020-06-09T00:00:00.000","PRESENTACIÓN OFERTA LA PREVISORA SA COMPAÑÍA DE SEGUROS  DCC","CO1.RPL.1533961","379363055","DEFENSA CIVIL COLOMBIANA","899999717","COP","LA CONTRATACIÓN DEL PROGRAMA DE SEGUROS CON ASEGURADORAS LEGALMENTE CONSTITUIDAS EN EL PAÍS QUE CUBRA LOS BIENES FUNCIONARIOS E INTERESES PATRIMONIALES DE LA DEFENSA CIVIL COLOMBIANA Y DE AQUELLOS POR LOS CUALES SEAN O LLEGARE A SER LEGALMENTE RESPONSABLE DENTRO Y FUERA DEL TERRITORIO NACIONAL","040 DE 2020 Presentación de oferta","CO1.BDOS.1242916","Licitación pública","No","LA PREVISORA SA COMPAÑÍA DE SEGUROS","860002400","702730649","700306053"
"2020-05-27T00:00:00.000","109  COFAC  Grupo Aposentador","CO1.RPL.1516543","78409100","FUERZA AÉREA COLOMBIANA","899999102","COP","SERVICIO DE MANTENIMIENTO PREVENTIVO CORRECTIVO DE LAS UNIDADES Y EQUIPOS DE LOS SISTEMAS DE APOSENTAMIENTO ESTRATÉGICO DE LA FUERZA AÉREA COLOMBIANA A TODO COSTO UBICADOS EN EL CACOM5 Y DESPLIEGUE DE EQUIPOS PARA EL CACOM1 Y CACOM2 SEGÚN ANEXO TÉCNICO DESPLIEGUE INSTALACIÓN PUESTA EN FUNCIONAMIENTO ARMADO Y DESARMADO","10900ACOFACDILOS2020","CO1.BDOS.1259014","Mínima cuantía","No","SOLOGEM SAS","900819349","700409022","702824376"
"2022-02-25T00:00:00.000","PN ESPOL SIP 001 2022","CO1.RPL.2602115","445348789","ESPOL","800226849","COP","ADQUISICIÓN EQUIPOS DE CÓMPUTO","PN ESPOL SIP 001 2022","CO1.BDOS.2836718","Solicitud de información a los Proveedores","No","COMPUTERS COLOMBIA LTDA","830097138","701695355","702738873"
"2018-06-19T00:00:00.000","SEDSASIDDE0142018INSTRUMENTOS MUSICALES YAMAHA","CO1.RPL.584863","406706000","SECRETARIA DE EDUCACION DEL DISTRITO","8999990619","COP","Adquisición de instrumentos musicales para los Colegios del Distrito Capital adecuados a los nuevos conceptos de ambientes de aprendizaje dispuestos por la Secretaría de Educación del Distrito","SEDSASIDDE0142018 COTIZACION 1 INSTRUM MUSICA","CO1.BDOS.442944","Solicitud de información a los Proveedores","Si","INCOLMOTOS YAMAHA SA","890916911","701321135","700750110"
"2022-08-08T00:00:00.000","ESTUDIO DE MERCADO NETWORKING Y EQUIPOS","CO1.RPL.2908986","221236000","ESPOL","800226849","COP","MANTENIMIENTO PREVENTIVO Y CORRECTIVO A LOS COMPONENTES QUE CONFORMAN LA RED LAN Y ADQUISICIÓN DE EQUIPOS ACTIVOS DE RED PARA LA ESCUELA DE POSTGRADOS DE POLICÍA MIGUEL ANTONIO LLERAS PIZARRO","PN ESPOL SIP 027 2022","CO1.BDOS.3090153","Solicitud de información a los Proveedores","Si","REDCOMPUTO LTDA","830016004","701695355","700082050"
"2019-11-08T00:00:00.000","CAPITAL NETSPOL","CO1.RPL.1247148","384269675","ESPOL","800226849","COP","DOTACIÓN DE ELEMENTOS Y EQUIPOS BLOQUE DE AULAS CENTRO DE CONVENCIONES  COMPLEJO ESPOL","PN ESPOL SA 003 2019 Presentación de oferta","CO1.BDOS.960545","Selección abreviada subasta inversa","No","CAPITAL NETWORKS SAS","830086643","701695355","700583149"
"2021-06-25T00:00:00.000","dgy 060 DE 2021","CO1.RPL.2168457","2695313","DEFENSA CIVIL COLOMBIANA","899999717","COP","CONTRATAR EL SERVICIO DE REVISIÓN TÉCNICO MECÁNICA Y EMISIÓN DE GASES PARA LOS VEHÍCULOS Y MOTOCICLETAS DE LA DIRECCIÓN GENERAL DE LA DEFENSA CIVIL COLOMBIANA","060 DE 2021","CO1.BDOS.2039982","Mínima cuantía","No","DIAGNOSTIYA SAS","900117669","702730649","701106999"
"2021-12-16T00:00:00.000","Oferta Greenknow PN ESPOL MIC 028 2021","CO1.RPL.2508524","10650000","ESPOL","800226849","COP","ADQUISICIÓN DE LICENCIAS SUITE ADOBE CREATIVE CLOUD","PN ESPOL MIC 028 2021","CO1.BDOS.2445700","Mínima cuantía","No","Green Fon Group SAS","9004466481","701695355","702167016"
"2023-05-03T00:00:00.000","karen Marilyn Alarcon","CO1.RPL.3372262","48600000","AEROCIVIL","899999059","COP","REALIZAR LAS ACTIVIDADES DE DESINFECCIÓN NECESARIAS PARA MITIGAR Y CONTROLAR EL RIESGO SANITARIO EN LOS AEROPUERTOS ADSCRITOS A LA REGIONAL AERONAUTICA NORORIENTE","23000550 H3","CO1.BDOS.4337838","Mínima cuantía","No","FUMIPLAG DEL NORTE","1090368163","701110272","704243260"
"2022-11-04T00:00:00.000","ESCUELA DE POSTGRADOS  LLERAS PIZARRO","CO1.RPL.3072210","49659000","ESPOL","800226849","COP","REALIZAR MANTENIMIENTO PREVENTIVO Y CORRECTIVO A TODO COSTO DE LOS EQUIPOS QUE COMPONEN EL SISTEMA DE CONTROL DE ACCESO PEATONAL INGRESO DE LA AV SUBA Y AV BOYACÁ","PN ESPOL MIC 010 2022","CO1.BDOS.3460038","Mínima cuantía","No","RGS REDES Y COMUNICACIONES SAS","901233917","701695355","707197265"
"2022-04-20T00:00:00.000","Proservarios ESPOL","CO1.RPL.2701314","94300000","ESPOL","800226849","COP","PRESTACIÓN DE SERVICIOS PARA LA REALIZACIÓN DE LAS ACTIVIDADES RECREATIVAS CULTURALES Y DE RECONOCIMIENTO DEL PERSONAL UNIFORMADO Y NO UNIFORMADO DE LA ESCUELA DE POSTGRADOS DE POLICIA MIGUEL ANTONIO LLERAS PIZARRO Y SUS FAMILIAS","PN ESPOL MIC 005 2022","CO1.BDOS.2899165","Mínima cuantía","No","PROSERVARIOS SAS","900344142","701695355","702178070"
"2022-12-09T00:00:00.000","INCOLMOTOS YAMAHA SA ENV1932137822","CO1.RPL.3143331","42686999","MUNICIPIO DE ENVIGADO","890907106","COP","COMPRA DE INSTRUMENTOS MUSICALES PARA LA SECRETARIA DE CULTURA DEL MUNICIPIO DE ENVIGADO","ENV1932137822","CO1.BDOS.3603568","Mínima cuantía","No","INCOLMOTOS YAMAHA SA","890916911","702001421","700750110"
"2020-04-22T00:00:00.000","RR KELAB SAS V","CO1.RPL.1460713","8800878","ESPOL","800226849","COP","CONTRATAR EL SERVICIO DE ANÁLISIS DE AGUAS RESIDUALES EN LA ESCUELA DE POSTGRADOS DE POLICÍA MIGUEL ANTONIO LLERAS PIZARRO","PN ESPOL MIC 003 2020","CO1.BDOS.1213540","Mínima cuantía","No","RR KNOWLEDGE ENGINEERING  LAB SAS","901238538","701695355","706540796"
"2020-11-23T00:00:00.000","PROPUESTA ECONOMICA  POLICIA NACIONAL","CO1.RPL.1814799","19873000","ESPOL","800226849","COP","ADQUISICIÓN DE CARPAS","PN ESPOL MIC 019 2020","CO1.BDOS.1564337","Mínima cuantía","No","CARPAS Y CUBRIMIENTOS SOLAIRE SAS","9014134899","701695355","703996173"
"2019-11-19T00:00:00.000","PROPUESTA UT SICVEL ESPOL 2019Subasta002","CO1.RPL.1267366","1001868000","ESPOL","800226849","COP","DOTACIÓN DE ELEMENTOS Y EQUIPOS BLOQUE DE AULAS CENTRO DE CONVENCIONES  COMPLEJO ESPOL","PN ESPOL SA 003 2019 Presentación de oferta","CO1.BDOS.960545","Selección abreviada subasta inversa","No","UNIÓN TEMPORAL SICVEL ESPOL 2019","No Definido","701695355","707986766"
"2017-10-09T00:00:00.000","OFERTA MADIBI SAS","CO1.RPL.328107","42840000","ESPOL","800226849","COP","MANTENIMIENTO SILLAS DEL AUDITORIO BRIGADIER GENERAL SAULO GIL RAMÍREZ DE LA ESCUELA DE POSTGRADOS DE POLICÍA MIGUEL ANTONIO LLERAS PIZARRO","PN ESPOL MIC 008 2017","CO1.BDOS.223532","Mínima cuantía","No","MADIBI SAS","900619389","701695355","702745688"
"2022-03-23T00:00:00.000","ESTUDIO AULAS ESPOL","CO1.RPL.2647606","307153956","ESPOL","800226849","COP","Adquisición instalación y puesta de funcionamiento elementos de audio y video","PN ESPOL SIP 010 2022","CO1.BDOS.2870042","Solicitud de información a los Proveedores","Si","i3NET SAS","830024826","701695355","700208036"
"2023-04-04T00:00:00.000","PN ESPOL SA MC 001 2023  MAGIN COMUNICACIONES","CO1.RPL.3311761","226500000","ESPOL","800226849","COP","PRESTACIÓN DE SERVICIOS PARA EL DESARROLLO DE LAS ACTIVIDADES DE BIENESTAR Y APOYO PSICOSOCIAL ORIENTADAS A LA COMUNIDAD EDUCATIVA DE LA ESCUELA DE POSTGRADOS DE POLICÍA MIGUEL ANTONIO LLERAS PIZARRO","PN ESPOL SA MC 001 2023 Manifestación de interés Menor Cuantía Presentación de oferta","CO1.BDOS.4153301","Selección Abreviada de Menor Cuantía","Si","Magin","830042365","701695355","700848104"
"2019-10-09T00:00:00.000","Mantenimiento Biometricos ponal","CO1.RPL.1206329","9999000","ESPOL","800226849","COP","MANTENIMIENTO PREVENTIVO DEL CONTROL DE ACCESO PEATONAL","PN ESPOL MIC 010 2019","CO1.BDOS.946236","Mínima cuantía","No","Soluciones HS SAS","900699012","701695355","702514084"
"2022-11-28T00:00:00.000","OFERTA UT SECRETARÌA 4E","CO1.RPL.3118426","13299616318","SECRETARIA DE EDUCACION DEL DISTRITO","8999990619","COP","PRESTAR EL SERVICIO DE TRANSPORTE ESPECIAL ESCOLAR CON LOS VEHÍCULOS QUE REQUIERA LA SECRETARÍA DE EDUCACIÓN DEL DISTRITO CAPITAL","SEDSASIDBE0972022 Presentación de oferta","CO1.BDOS.3466536","Selección abreviada subasta inversa","No","UNIÒN TEMPORAL SECRETARÌA 4E","9016678315","701321135","720007731"
"2023-05-04T00:00:00.000","TRANSPORTE ESCOLAR FACATATIVÁ MAYO 2023","CO1.RPL.3373111","258907630","ALCALDIA MUNICIPAL DE FACATATIVA","899999328","COP","CONTRATAR LA PRESTACIÓN DEL SERVICIO DE TRANSPORTE ESCOLAR PARA FACILITAR EL ACCESO Y PERMANENCIA EN EL SISTEMA EDUCATIVO A NIÑOS NIÑAS ADOLESCENTES Y JOVENES INSCRITOS EN LA MATRICULA OFICIAL DE LAS INSTITUCIONES EDUCATIVAS DEL MUNICIPIO DE FACATATIVÁ","FACATATIVASA00923 Manifestación de interés Menor Cuantía Presentación de oferta","CO1.BDOS.4304473","Selección Abreviada de Menor Cuantía","Si","TURISNAL SAS","830070084","704060383","715048161"
"2021-11-04T00:00:00.000","PN ESPOL MIC 017 2021","CO1.RPL.2420634","18018000","ESPOL","800226849","COP","ADQUISICIÓN E INSTALACION DE SEÑALIZACION VISUAL","PN ESPOL MIC 017 2021","CO1.BDOS.2341633","Mínima cuantía","No","HEITEC SERVICE SAS","900949002","701695355","707518627"
"2020-11-23T00:00:00.000","PN ESPOL MIC 019 2020","CO1.RPL.1821335","19873000","ESPOL","800226849","COP","ADQUISICIÓN DE CARPAS","PN ESPOL MIC 019 2020","CO1.BDOS.1564337","Mínima cuantía","No","carpas y parasoles leon sas","9000100323","701695355","702715285"
"2020-02-17T00:00:00.000","PROVEDORES DEL SUR PANADERIA IPIALES","CO1.RPL.1368749","9813600","ESTABLECIMIENTO PENITENCIARIO DE MEDIANA SEGURIDAD Y CARCELARIO INPEC DE IPIALES","837000111","COP","COMPRA DE INSUMOS Y MATERIA PRIMA DE PANADERÍA Y PASTELERÍA PARA EL PROYECTO PRODUCTIVO DEL EPMSC DE IPIALES","0420204","CO1.BDOS.1116965","Mínima cuantía","No","PROVEEDORES DEL SUR","87066883","702951997","704187228"
"2020-03-19T00:00:00.000","HDI SEGUROS DE VIDA SA LICITACIÓN PÚBLICA No 10609 DE 2020","CO1.RPL.1415485","945000000","DEPARTAMENTO DE ANTIOQUIA","890900286","COP","Contratar el programa general de Seguros del Departamento de Antioquia entidades sujetas al Modelo del Conglomerado Público y La Contraloría General de Antioquia en cualquier parte del territorio Nacional","10609 Presentación de oferta","CO1.BDOS.1115012","Licitación pública","No","HDI GENERALES","8600048756","700256027","702574328"
"2018-06-15T00:00:00.000","OFERTA PN ESPOL SA MC 001 2018 CONSORCIO VEROCOJOVIMO ESPOL","CO1.RPL.579832","6459029450","ESPOL","800226849","COP","TERMINACIÓN CONSTRUCCIÓN Y DOTACIÓN 01 BLOQUE DE AULAS  CENTRO DE CONVENCIONES COMPLEJO ESPOL A PRECIOS UNITARIOS FIJOS SIN FÓRMULA DE REAJUSTE","PN ESPOL SA MC 001 2018 Manifestación de interés Menor Cuantía Presentación de oferta","CO1.BDOS.425902","Selección Abreviada de Menor Cuantía","Si","CONSORCIO VEROCOJOVIMO ESPOL","No Definido","701695355","704594613"
"2020-10-15T00:00:00.000","ESPOL BOGOTAMINI SPLIT","CO1.RPL.1753810","2375000","ESPOL","800226849","COP","ADQUISICIÓN INSTALACIÓN Y PUESTA EN FUNCIONAMIENTO DE AIRE ACONDICIONADO","PN ESPOL MIC 016 2020","CO1.BDOS.1495161","Mínima cuantía","No","IG MONTAJES Y SERVICIOS SAS","900867116","701695355","704457167"
"2018-05-04T00:00:00.000","ADQUISICIÓN TALANQUERAS VEHICULARES PARA CONTROL DE ACCESO  copia","CO1.RPL.528277","53400000","ESPOL","800226849","COP","ADQUISICIÓN TALANQUERAS VEHICULARES PARA CONTROL DE ACCESO","PN ESPOL MIC 006 2018","CO1.BDOS.406546","Mínima cuantía","No","Velco Ingenieria ltda","900350949","701695355","704354224"
"2017-10-20T00:00:00.000","PROCESO No 067","CO1.RPL.337720","11480525","COMANDO AÉREO DE COMBATE No 5","800141633","COP","Adquisición de elementos y herramientas para el mantenimiento de las instalaciones que dependan del CACOM5","06700HCACOM5GRUAL2017","CO1.BDOS.228934","Mínima cuantía","No","SOLOGEM SAS","900819349","702000068","702824376"
